bin,partition,fold,gain,M0_s,M0_a,M0_c,M0_offset_ratio,M0_test_nmse,M0_ambiguous,M0_boundary,M1_s,M1_a,M1_c,M1_offset_ratio,M1_test_nmse,M1_ambiguous,M1_boundary
"133,64",alternative,2,-0.2230698942787135,0.34911810642609525,"[590.8284818671428, -163.8725523418257]","[0.0, 0.0]",0.0,0.40789776932075533,False,False,0.3494846292860343,"[663.6218481691847, -96.91022422918836]","[254.64758905939976, -15.619035704398925]",0.38041025376224924,0.4988874815996593,False,False
"133,64",alternative,3,0.23720313453988595,0.3425312239397802,"[517.2577343606135, -124.40578845596603]","[0.0, 0.0]",0.0,0.1798250468265618,False,False,0.35131265672579876,"[629.4728110861007, -82.65301613721604]","[243.58896868253188, 37.94630434004446]",0.38830714763371876,0.13716998205051956,False,False
"133,64",alternative,4,0.5210909543370004,0.3412917918812164,"[451.98190891544516, -82.07709020591852]","[0.0, 0.0]",0.0,0.310280366922736,False,False,0.34954148287059156,"[518.0419930317385, -87.37696558517665]","[128.71974291333373, 32.334320696016846]",0.25262489745826805,0.14859607441093287,False,False
"133,64",alternative,5,0.4292855812947337,0.34363532173384465,"[492.11577327282146, -78.53713155638539]","[0.0, 0.0]",0.0,0.15630667373561322,False,False,0.3500090272772169,"[540.3678845179372, -135.85177304532377]","[193.82398903704984, -12.99782680000635]",0.3486453029217812,0.08920647244077422,False,False
"133,64",alternative,6,-0.30546405602532145,0.35077642379246105,"[562.4021313439697, -93.63426131372421]","[0.0, 0.0]",0.0,0.109926751547643,False,False,0.35524594141367777,"[568.645990309696, -132.15616764878422]","[239.57313047940383, -2.9097453443258345]",0.4103981195854402,0.14350542294107382,False,False
"133,64",alternative,7,0.3348733519644145,0.3306555438935492,"[572.8566722091015, -130.98113711774621]","[0.0, 0.0]",0.0,0.3152760075000534,False,False,0.35351376055603834,"[574.9921978770775, -120.36512317335038]","[222.26031058766551, 24.0539412293344]",0.38055339840998104,0.20969847407455264,False,False
"133,66",primary,0,-1.1160612251337492,0.41825348074809593,"[445.5851871312644, -672.6850765873287]","[0.0, 0.0]",0.0,0.4651505635184555,False,False,0.4328946153021271,"[407.23947426536324, -716.8990400244392]","[182.30534083423504, -196.8257848077585]",0.32539127962668735,0.9842870713105168,False,False
"133,66",primary,1,0.021176682037182704,0.39999494585225803,"[418.06193052818736, -545.1840557258984]","[0.0, 0.0]",0.0,0.1035873695543463,False,False,0.39278817034810004,"[532.8944366293684, -607.090633063689]","[129.0576627755339, -237.26472647926346]",0.3343581031123098,0.10139373276622578,False,False
"133,66",primary,2,0.5512953521304256,0.4065222733924095,"[458.49058841719653, -487.800395951079]","[0.0, 0.0]",0.0,0.230765071912548,False,False,0.39956633648764567,"[425.4694358596853, -567.0882650857501]","[29.736706036671237, -172.00996266131594]",0.2462245363450593,0.10354536033311687,False,False
"133,66",primary,3,0.7366879496487997,0.3699768453019678,"[420.5960810560742, -679.0550977809236]","[0.0, 0.0]",0.0,0.6041755813101509,False,False,0.3900888610207685,"[452.64742310664974, -661.7106234168972]","[69.88617538767497, -187.20589119036518]",0.24924649892657783,0.15908671108690411,False,False
"133,66",alternative,0,-1.222382653046746,0.4139402300353815,"[450.13412524354186, -652.56191838936]","[0.0, 0.0]",0.0,0.7794586761354461,False,False,0.4267548566305831,"[426.09752700398224, -705.7478735208746]","[166.00379904455335, -202.7339523221907]",0.31783914042179,1.732255440610197,False,False
"133,66",alternative,1,0.28216190839034583,0.40718458641745325,"[460.4684274119855, -641.9092346159357]","[0.0, 0.0]",0.0,0.11857928401926869,False,False,0.3944071685766472,"[500.51828483097967, -629.9990274849815]","[85.22074394128347, -234.7547668850454]",0.31038732910598826,0.085120726944831,False,False
"133,66",alternative,2,-6.2239469887971435,0.4001555713701689,"[440.6853561683759, -576.2822049734299]","[0.0, 0.0]",0.0,0.04876600888787156,False,False,0.38748715194102756,"[559.3849013648517, -605.6293525344323]","[127.08476326936994, -274.5129283795367]",0.36691979403520264,0.3522830630611945,False,False
"133,66",alternative,3,0.7678260941876465,0.3996324195216922,"[401.74496895665425, -499.01578423817847]","[0.0, 0.0]",0.0,0.16197158485619406,False,False,0.3968879429774539,"[480.5990626914699, -570.7226871276026]","[103.38533574347252, -168.63113893861754]",0.2651041719652327,0.037605575486679636,False,False
"133,66",alternative,4,0.39920453700306857,0.40541527024896223,"[436.62869945516593, -461.94187633020215]","[0.0, 0.0]",0.0,0.2786014061572682,False,False,0.4024053991182205,"[422.1049788900321, -526.8263718712168]","[7.2585270708426854, -123.05447652831461]",0.1826010406310175,0.1673824608038521,False,False
"133,66",alternative,5,0.6497552606422956,0.4102225152014113,"[486.4743171443208, -520.0400069968871]","[0.0, 0.0]",0.0,0.1753455452153493,False,False,0.3994866053236231,"[437.0558211002417, -592.8998786369104]","[52.580987678169535, -207.37635978290064]",0.29044907468509557,0.06141385478148459,False,False
"133,66",alternative,6,0.13910655538998473,0.3885502746973922,"[447.81581011877057, -635.3122550945025]","[0.0, 0.0]",0.0,0.09950912683848252,False,False,0.3875413630469614,"[428.3142355838429, -656.0857440866445]","[109.84328403096512, -208.8714537676422]",0.3011967420346748,0.08566675497411615,False,False
"133,66",alternative,7,0.7181417073798007,0.3721142569359742,"[422.15869217598595, -668.0513210176783]","[0.0, 0.0]",0.0,1.049828042907883,False,False,0.3904660570068419,"[457.24679994794354, -664.2293929016249]","[68.79670905448401, -182.84034826643648]",0.24225676750906225,0.2959027397188212,False,False
"134,62",primary,0,-0.3838388547097977,0.44748665934525816,"[-422.4131158105276, -499.1304101059105]","[0.0, 0.0]",0.0,1.8005327140295617,False,False,0.4483509010729855,"[-409.7040024903019, -511.1116019666042]","[103.93629934910106, 58.6891341941793]",0.1822169838570609,2.4916471288501927,False,False
"134,62",primary,1,-0.33194792060770606,0.42307160746034767,"[-272.8581169392981, -471.00017906445476]","[0.0, 0.0]",0.0,0.21106709661702294,False,False,0.4200382520375655,"[-243.90797645991887, -470.1164601962003]","[49.556956086283265, -22.594806414936688]",0.10283695910532269,0.2811303804477495,False,False
"134,62",primary,2,-0.8448027460621139,0.4350039839142989,"[-367.1433116769201, -361.60556551540384]","[0.0, 0.0]",0.0,0.2340085752630585,False,False,0.4399532986771437,"[-359.7972781894839, -299.61929181849627]","[-64.85071664346319, 129.07425040992763]",0.3085115683310947,0.43169966224737316,False,False
"134,62",primary,3,0.049471115351866546,0.4659849150048687,"[-302.2218546855887, -442.3883294719839]","[0.0, 0.0]",0.0,0.22088352470363362,False,False,0.4691514661355109,"[-308.19366611348966, -442.4339457101208]","[-4.583782092823487, 41.28142959175888]",0.07703176745785911,0.2099561703736933,False,False
"134,62",alternative,0,-0.18306380126828437,0.4516399654459221,"[-415.9590370486216, -470.1301566171187]","[0.0, 0.0]",0.0,2.3447152334458092,False,False,0.4509384043746114,"[-399.4142023708072, -482.2947657143854]","[91.0324566846532, 30.66823934115964]",0.15339820796782414,2.773947716972052,False,False
"134,62",alternative,1,-0.5708104774868583,0.43104521735799356,"[-358.0115591311562, -506.53697172133326]","[0.0, 0.0]",0.0,1.172750569902946,False,False,0.4370690735898972,"[-368.5743427664287, -497.72351230423044]","[50.91524508498687, 98.53691920782751]",0.17908544644781366,1.8421688826822318,False,False
"134,62",alternative,2,0.158680404484278,0.41774987282618475,"[-275.39360238191705, -499.3214806317385]","[0.0, 0.0]",0.0,0.2781104967401704,False,False,0.42023996452638035,"[-282.35908376868525, -491.8510670748629]","[5.44652829725016, 16.65092124629121]",0.030890380768223917,0.23397981062611667,False,False
"134,62",alternative,3,-0.23180928576354365,0.43267735072211605,"[-304.95607237113586, -425.34889468633617]","[0.0, 0.0]",0.0,0.12478204463566482,False,False,0.4455571820398361,"[-303.2780287263564, -360.63474254044996]","[63.30427514882544, 93.59609209969584]",0.2397976647353113,0.1537076812787729,False,False
"134,62",alternative,4,-1.3994306641505943,0.437784163610968,"[-355.8630960960937, -377.75857497856924]","[0.0, 0.0]",0.0,0.23046328596347465,False,False,0.44744791310103355,"[-349.3952063765109, -292.9432881169714]","[-29.028367404680033, 163.6922942689747]",0.3646129888940618,0.5529806753016683,False,False
"134,62",alternative,5,-0.19015788204868778,0.43165170403444614,"[-360.963195956032, -375.43666485271524]","[0.0, 0.0]",0.0,0.2022496998856095,False,False,0.43450755920516726,"[-356.266116574071, -352.7368492856631]","[-44.55229429938605, 56.14198554332876]",0.14295822248248038,0.24070907446083978,False,False
"134,62",alternative,6,0.1985315396745947,0.4379732600809787,"[-337.1499757357731, -406.37394264861376]","[0.0, 0.0]",0.0,0.09380658298194389,False,False,0.44296713915147656,"[-335.19351979022525, -407.48260691330404]","[9.34048380137748, 40.229525906093855]",0.07827337468124725,0.07518301763092594,False,False
"134,62",alternative,7,0.23988974518109596,0.46195612500883027,"[-315.1736233330194, -448.33638389978535]","[0.0, 0.0]",0.0,0.25614139999239766,False,False,0.4628364377899304,"[-321.3920738877723, -441.41229745288746]","[10.894086738517256, 43.86798909315378]",0.08278171521539787,0.1946957048178922,False,False
"134,66",primary,0,-0.9195787423950541,0.3650581948192617,"[975.9984534863988, -30.45329217642058]","[0.0, 0.0]",0.0,0.14526160388096898,False,False,0.392027269939502,"[976.6923019523027, -88.29219667885383]","[295.1688252898635, 71.37649658806056]",0.3096604104191964,0.2788410868961189,False,False
"134,66",primary,1,0.3274267512363296,0.3687030665115572,"[849.0115718413729, -67.01747039206526]","[0.0, 0.0]",0.0,0.10695327201215361,False,False,0.36972472612039936,"[969.3716866074391, 3.1311298516607717]","[292.1762728890743, 2.2882180007357675]",0.30141555898251454,0.0719339096231187,False,False
"134,66",primary,2,0.5469729399819065,0.3738665964312416,"[830.4114666544666, 15.57548080357533]","[0.0, 0.0]",0.0,0.1948604159954227,False,False,0.372436210607328,"[898.47500052118, -45.51742737323762]","[185.14013638115725, -36.28872370701359]",0.2097124560771331,0.08827704137230902,False,False
"134,66",primary,3,0.6250932773570104,0.36035102458273177,"[1010.0588986887549, -68.06639553971321]","[0.0, 0.0]",0.0,0.4158814908314324,False,False,0.37785063189504503,"[1011.0047817778571, -29.0826573262877]","[243.43746142346365, -23.661355701075024]",0.24182232836578718,0.15591676673549287,False,False
"134,66",alternative,0,-0.33627871193037717,0.3661641401225112,"[972.4268458213855, -34.649353621686444]","[0.0, 0.0]",0.0,0.4055227330619978,False,False,0.3885919357834561,"[991.9256317544944, -78.80389267575376]","[279.6543560308316, 54.461805488459476]",0.28632515836508615,0.5418913953945727,False,False
"134,66",alternative,1,-7.432104871730266,0.3647484809846251,"[943.426966468717, -25.311971307328047]","[0.0, 0.0]",0.0,0.01246936066742547,False,False,0.3668705284079815,"[954.1199763962435, 15.143530224452613]","[299.24959994747877, -4.0511238652142225]",0.3136286198719607,0.10514295683116004,False,False
"134,66",alternative,2,-7.067421336611025,0.36713875439970806,"[877.9244072403213, -36.91933403931367]","[0.0, 0.0]",0.0,0.03250851011581577,False,False,0.3648709811429341,"[962.3001105940772, 69.3504489379393]","[339.26671351671473, 33.632315076994644]",0.353369753563609,0.26225984812976755,False,False
"134,66",alternative,3,0.7145741842662048,0.36881155548948774,"[809.2931931389718, -73.78156843534637]","[0.0, 0.0]",0.0,0.17386827585262474,False,False,0.3722375515118883,"[925.517096529124, -60.613970593834644]","[217.09938397482594, -31.361052879547614]",0.2364990349826114,0.049626494465463945,False,False
"134,66",alternative,4,0.23512480766120236,0.3715466087794215,"[782.0681936948558, -22.828042610541903]","[0.0, 0.0]",0.0,0.2317372961906371,False,False,0.371479402119908,"[836.2971428406344, -96.39170963293051]","[133.7892588395532, -106.8413870262373]",0.20338360575721665,0.17725010899588647,False,False
"134,66",alternative,5,0.6664262411425265,0.3747445541456026,"[888.3282067367325, 18.68491964470044]","[0.0, 0.0]",0.0,0.1708325672007909,False,False,0.370574703568239,"[954.0846898714896, -52.965007068624686]","[237.27394688828508, 1.316885727597409]",0.24831424907114322,0.056985261576439766,False,False
"134,66",alternative,6,0.1369038480463166,0.36755309351710896,"[997.9867118941916, -37.923669991196704]","[0.0, 0.0]",0.0,0.22146351385912308,False,False,0.36507440952307224,"[1013.6451916443631, -79.36418380332476]","[256.85224496565894, 48.04606672603835]",0.25700315961041975,0.19114430660995035,False,False
"134,66",alternative,7,0.4383691661717377,0.3623386120051384,"[989.4152344274102, -57.70878275179556]","[0.0, 0.0]",0.0,0.5888292705920313,False,False,0.3818592926054526,"[1006.3324053512897, -12.798678040805742]","[247.149149507588, -39.2669445450108]",0.24865424992268956,0.33070467422509003,False,False
"135,66",primary,0,-0.6119524689075388,0.3657238982637577,"[683.4706258338895, 723.5820799391993]","[0.0, 0.0]",0.0,0.1820907360216916,False,False,0.387359554278524,"[716.9875913572665, 693.6965234883987]","[133.3863779635329, 216.84266112197]",0.25518549081430847,0.29352161149535666,False,False
"135,66",primary,1,-0.307762432408774,0.359248190102107,"[573.660575565985, 645.1884314517092]","[0.0, 0.0]",0.0,0.08492009854839946,False,False,0.3626711577430619,"[592.964164996942, 778.4949163961235]","[174.72883385129995, 227.6428452315453]",0.2932443882746363,0.11105531463804767,False,False
"135,66",primary,2,0.250289833137601,0.36430919124125083,"[537.2045342893589, 648.0054601351252]","[0.0, 0.0]",0.0,0.1685745378790912,False,False,0.36293042998776964,"[629.2113378169677, 617.3349496162341]","[196.49552182852554, 41.886091003611256]",0.22792344759010733,0.12638204492208527,False,False
"135,66",primary,3,0.4526448199024079,0.34944393492173026,"[719.332653118214, 734.643464750238]","[0.0, 0.0]",0.0,0.4715285129037576,False,False,0.3729510964370362,"[680.3013899552902, 764.2725078403405]","[203.53040380344405, 116.15895161679892]",0.22903308950338364,0.258093574101586,False,False
"135,66",alternative,0,-0.01774278069951518,0.36221338574890993,"[667.8768950764985, 727.5002584921062]","[0.0, 0.0]",0.0,0.46193896706332876,False,False,0.3811767950950067,"[704.6917503631363, 712.7366123012633]","[145.70510356594, 195.2465577483181]",0.24306454808225966,0.47013504885249396,False,False
"135,66",alternative,1,0.4450712732974237,0.36898840375089054,"[667.3795330310554, 683.2769611506984]","[0.0, 0.0]",0.0,0.05478603068326793,False,False,0.3698243774757997,"[649.7770626363221, 712.5294482983002]","[169.78009579574424, 173.63630694403537]",0.25183339429627727,0.030402342248154145,False,False
"135,66",alternative,2,-1.8883071268987979,0.3600647275489713,"[588.2881582777057, 664.9161639703616]","[0.0, 0.0]",0.0,0.06953827492401585,False,False,0.3599827897389587,"[572.0481462835113, 782.1090080586522]","[184.01442128334207, 238.8703761642298]",0.3111810531674042,0.20084789505528292,False,False
"135,66",alternative,3,0.6356085014057634,0.35853131880747435,"[551.0732911006621, 627.2517820682173]","[0.0, 0.0]",0.0,0.10469769377521511,False,False,0.3642718821065536,"[610.1991177613232, 735.4707820740255]","[160.6987982649527, 171.35721482073598]",0.24582309848651954,0.038150949534111106,False,False
"135,66",alternative,4,0.05479425684064787,0.3625114127278831,"[523.8898035752879, 603.7067203661102]","[0.0, 0.0]",0.0,0.20686679627808205,False,False,0.36249684256606873,"[624.4793396727353, 568.7552653276578]","[201.86980870798163, -14.721190679832937]",0.2396288955548747,0.19553168391101886,False,False
"135,66",alternative,5,0.36537169246622403,0.36326026483219515,"[575.0061329194967, 681.4222614274634]","[0.0, 0.0]",0.0,0.12599338519311834,False,False,0.3611323824484769,"[664.7634713223048, 654.0127311845155]","[201.89797137507068, 113.32877866264532]",0.248277285767414,0.0799589688055598,False,False
"135,66",alternative,6,-0.22903482956889265,0.3537781141897801,"[688.488918220582, 728.0136980591718]","[0.0, 0.0]",0.0,0.17889588470426854,False,False,0.355850884938124,"[721.3825253094559, 711.8197643750234]","[146.43520045187765, 191.32509739812213]",0.23773524162818313,0.21986927316808696,False,False
"135,66",alternative,7,0.17582383460716022,0.35397692063661745,"[691.3839447833905, 734.1637472606693]","[0.0, 0.0]",0.0,0.8065143197649423,False,False,0.37653327766139966,"[668.7903841619169, 772.8651850235098]","[214.72301228357546, 107.45607687627063]",0.23492805015604828,0.6647098793982846,False,False
"136,65",primary,0,0.839445434030164,0.2719207151848656,"[-890.8033378739868, -628.3635930498925]","[0.0, 0.0]",0.0,1.9877869546300393,False,False,0.3468825328638648,"[-858.5254315133825, -549.2670682293727]","[-496.03191357874323, -353.2057334694706]",0.5974662087735755,0.319148271741128,False,False
"136,65",primary,1,0.8903390695353648,0.30368285857225874,"[-686.3644879075722, -345.0172853634976]","[0.0, 0.0]",0.0,0.3115818682479565,False,False,0.3378184600315077,"[-787.9772628726446, -529.1117797074393]","[-443.51668244412656, -315.8100679979058]",0.573641005278031,0.03416835758798029,False,False
"136,65",primary,2,0.8202953230564043,0.29752115452326633,"[-607.0851534496275, -466.30901959680574]","[0.0, 0.0]",0.0,0.28308949808725065,False,False,0.336206386385189,"[-822.7034860577295, -486.4488563328153]","[-503.928576441754, -287.2738430513278]",0.6069115028499046,0.050872506799894045,False,False
"136,65",primary,3,0.7094656274708624,0.28119538093012836,"[-930.704422301421, -581.3294340828182]","[0.0, 0.0]",0.0,2.344049372231896,False,False,0.3552631279879973,"[-844.6572625994312, -597.4832114797459]","[-541.1824236867352, -288.87124268586865]",0.5929280323818948,0.6810269135387127,False,False
"136,65",alternative,0,0.7376600053108768,0.27614265401658694,"[-879.370590797098, -604.1056695850957]","[0.0, 0.0]",0.0,9.12330639358273,False,False,0.3518003275524993,"[-878.7143499763747, -533.9865436262374]","[-484.35173111909376, -359.38705639574886]",0.5865563737526126,2.3934081508397376,False,False
"136,65",alternative,1,-0.06890860471487747,0.2863762872459579,"[-867.0442069671067, -560.319736148115]","[0.0, 0.0]",0.0,0.4271927839629048,False,False,0.32675848088865056,"[-817.4105875380365, -624.1352176531201]","[-539.7278020486413, -286.08239457194327]",0.5939625092659183,0.45663004265005264,False,False
"136,65",alternative,2,0.8437296388112253,0.3064204276674811,"[-756.675800299804, -383.7570449253626]","[0.0, 0.0]",0.0,0.22295237813279722,False,False,0.3358447866170735,"[-801.0558272992673, -568.9711041580777]","[-499.92256085057784, -333.0030887684039]",0.6113411687543696,0.0348408486587085,False,False
"136,65",alternative,3,0.7868714330001065,0.2959359728138604,"[-595.6121133789151, -341.2377022138605]","[0.0, 0.0]",0.0,0.38291932280811714,False,False,0.33498777806733115,"[-722.2715758992956, -490.99521827230836]","[-360.5950225872819, -286.33253575753105]",0.5272196132378074,0.08161104654666361,False,False
"136,65",alternative,4,0.8515989366345467,0.29537060422299655,"[-559.3125930683866, -429.40759765631117]","[0.0, 0.0]",0.0,0.3725965603576378,False,False,0.33703727257241467,"[-757.0982784822658, -514.9370900831543]","[-419.8480699464126, -275.0727053970898]",0.548190567162965,0.05529372576338378,False,False
"136,65",alternative,5,-0.011312802080114315,0.29711557732868454,"[-695.2916314113825, -508.13099948910207]","[0.0, 0.0]",0.0,0.1311968779058908,False,False,0.33330388113216675,"[-890.204543533476, -471.5295755555009]","[-558.853278974008, -341.6769834166778]",0.6502314125808852,0.13268108221916908,False,False
"136,65",alternative,6,0.18324494140186343,0.2851295718924869,"[-868.4521925638672, -550.4961783817173]","[0.0, 0.0]",0.0,0.7417452337841258,False,False,0.32762557185040353,"[-900.9179409489212, -481.4908992052424]","[-503.76364491810693, -369.4890983357087]",0.6115836054109248,0.6058241718842422,False,False
"136,65",alternative,7,0.5020981339847688,0.28241121908515315,"[-903.1541413700116, -568.1165868282633]","[0.0, 0.0]",0.0,7.119846329783467,False,False,0.357763348995799,"[-840.2593211908452, -608.1477117685871]","[-543.8692048210125, -280.5363209843193]",0.5899848226083567,3.5449847733408832,False,False
"136,66",primary,0,0.06252382961481884,0.3668849604433478,"[-355.47586008447263, 863.8344381222647]","[0.0, 0.0]",0.0,0.3971067492438381,False,False,0.38949973223701334,"[-316.1598846422647, 882.1016443553985]","[-141.4197709985598, 177.08439789633218]",0.24184866906106514,0.3722781145152218,False,False
"136,66",primary,1,-0.025353288264303497,0.36718163744862153,"[-290.82837048017905, 711.6075139755376]","[0.0, 0.0]",0.0,0.11473739595617732,False,False,0.3671934780830848,"[-402.6539170752764, 755.4069624060348]","[-156.92965042482592, 196.75224332813247]",0.2940015438126455,0.1176463662305498,False,False
"136,66",primary,2,0.2879938713299446,0.3709976903937345,"[-308.53355457621007, 694.8481222354444]","[0.0, 0.0]",0.0,0.16844825046323936,False,False,0.36966980244680214,"[-256.89818286698016, 773.7769179564831]","[9.515358376685711, 195.11329944690678]",0.2395967507846538,0.11993618669357492,False,False
"136,66",primary,3,0.014551544870269328,0.36172633872591,"[-331.165487664716, 865.6994076089518]","[0.0, 0.0]",0.0,0.3943709041878099,False,False,0.3863146922664534,"[-374.99045822865304, 849.0085786328606]","[-38.19461533330728, 249.919351650272]",0.2723970931542396,0.3886321982799923,False,False
"136,66",alternative,0,0.07338455802978217,0.36659406321914034,"[-350.39918420846686, 849.2416514697356]","[0.0, 0.0]",0.0,1.0204953950800868,False,False,0.3870926156064773,"[-323.25331687956105, 878.3155914884326]","[-133.55780885414632, 180.21866213497856]",0.23967352922822666,0.9456067915407067,False,False
"136,66",alternative,1,0.6911507303289811,0.3730242387290608,"[-320.94496513730536, 837.1434457758544]","[0.0, 0.0]",0.0,0.09653213550020608,False,False,0.3738350780630633,"[-350.31634810106686, 833.0609342118228]","[-89.33509750166817, 202.99539343609487]",0.2454113297070726,0.029813879549022485,False,False
"136,66",alternative,2,-2.6116459538211254,0.36648486684952,"[-317.37260753484026, 746.8075576340875]","[0.0, 0.0]",0.0,0.06305109732305676,False,False,0.36367463633449076,"[-431.48189794034516, 768.2133338650223]","[-157.4350389876858, 241.9198084792088]",0.3275883216012976,0.22771824053079992,False,False
"136,66",alternative,3,0.5590338306699415,0.3661662881619464,"[-277.34479665015857, 676.7364916001247]","[0.0, 0.0]",0.0,0.1623771429266189,False,False,0.369110750866476,"[-351.6438022867622, 737.544493962782]","[-107.98714670536023, 146.25674422536085]",0.2225021435465589,0.07160282670311054,False,False
"136,66",alternative,4,0.12094928979109576,0.368058646695627,"[-266.07156036050674, 665.1597855198833]","[0.0, 0.0]",0.0,0.23129635032826423,False,False,0.36899697624454925,"[-214.80241287650753, 740.2524595461672]","[57.40218542021641, 161.89772665905326]",0.22285352511353754,0.2033212210247882,False,False
"136,66",alternative,5,-0.010023931799351349,0.3688540365867886,"[-319.0543807399552, 737.3945327694155]","[0.0, 0.0]",0.0,0.07655228097592222,False,False,0.3656697200550239,"[-263.1828628501455, 819.5277932772815]","[-52.22377601570447, 239.62223569435952]",0.2849224755274006,0.07731963581950965,False,False
"136,66",alternative,6,-1.286425966307052,0.3589724234800878,"[-315.4998250041515, 834.2009512930645]","[0.0, 0.0]",0.0,0.136593796675221,False,False,0.35802827140302634,"[-284.7631102282723, 863.1630899024632]","[-137.43305240153612, 205.24200650006927]",0.27175722973843036,0.31231160355469123,False,False
"136,66",alternative,7,-0.3756330559202823,0.36704910010563174,"[-345.84618779418184, 850.3447147455203]","[0.0, 0.0]",0.0,0.847106336222031,False,False,0.38903846063626274,"[-389.1406757675552, 853.2291916834358]","[-30.5700117305757, 245.30260201663089]",0.2636015049107617,1.1653074779865467,False,False
"137,66",primary,0,0.378082541649288,0.3015907251960355,"[-591.5974399990508, 81.58432889129023]","[0.0, 0.0]",0.0,1.468068539918252,False,False,0.34747906817641555,"[-551.8069394789471, 154.46968651695136]","[-110.27190241762396, -137.85431407393213]",0.30807385907932927,0.9130174550306,False,False
"137,66",primary,1,-1.4944234390331759,0.3226254291881995,"[-506.5717708831023, 127.38276402455605]","[0.0, 0.0]",0.0,0.09075692136218688,False,False,0.3262761565275325,"[-536.1279244788287, 46.99251383644169]","[-168.1115112386662, -129.21244686464112]",0.3939761506550607,0.22638619190032971,False,False
"137,66",primary,2,0.5834844988038614,0.319872052890455,"[-426.91105202274224, 118.19630955354732]","[0.0, 0.0]",0.0,0.21728149718998288,False,False,0.3288025222674251,"[-475.17844675809255, 121.12512455412794]","[-98.39018358042344, -59.4884701827291]",0.23446656028346613,0.09050111170273309,False,False
"137,66",primary,3,0.2935829469132174,0.33767182467032075,"[-503.0811730343833, 85.30421188247604]","[0.0, 0.0]",0.0,0.17394089379448127,False,False,0.34085133161475734,"[-500.1655594417592, 98.44085775840242]","[-155.19858358756733, -66.61436620164343]",0.331313586300358,0.12287481360557849,False,False
"137,66",alternative,0,0.31247646218447533,0.3058526584038787,"[-573.1812194067226, 91.41252342913526]","[0.0, 0.0]",0.0,2.8623404623326563,False,False,0.3411691024457836,"[-554.5157873485625, 137.89706148892705]","[-108.52200843142636, -126.83207055623856]",0.2921280314098988,1.9679264410954724,False,False
"137,66",alternative,1,0.8621588313319446,0.3130081828809553,"[-566.0337276564521, 105.915378257873]","[0.0, 0.0]",0.0,0.4694747853089902,False,False,0.33542596589116236,"[-534.2337143763166, 118.29093299316126]","[-117.81071782542274, -105.23418314471564]",0.28869671995488516,0.0647129530671756,False,False
"137,66",alternative,2,-0.7931697343125066,0.3206068663417147,"[-529.9464201750934, 120.23509246814204]","[0.0, 0.0]",0.0,0.12012162731593506,False,False,0.3249149672990214,"[-536.6953751655323, 51.23489599971537]","[-170.62226383792878, -113.567019361389]",0.3801679912531201,0.2153984665393012,False,False
"137,66",alternative,3,-0.6384865150650718,0.3240646589202592,"[-477.8601040866798, 143.4302594563109]","[0.0, 0.0]",0.0,0.09249870320234752,False,False,0.32908865698552076,"[-526.8341385014882, 80.13112543203628]","[-144.4010825433409, -111.02917827301422]",0.3418160275803404,0.1515578778580528,False,False
"137,66",alternative,4,0.6237609111635563,0.3219251354774045,"[-427.97944314414286, 128.02944966814505]","[0.0, 0.0]",0.0,0.24374337658947084,False,False,0.3281145981502154,"[-472.5279771169678, 107.09651947424021]","[-80.43028266288277, -77.09817961190485]",0.2299514716002184,0.0917057859179407,False,False
"137,66",alternative,5,0.5809932005208951,0.31793571167734647,"[-431.7247020725947, 103.66461001652291]","[0.0, 0.0]",0.0,0.19084875411231136,False,False,0.32751242342445025,"[-479.91513559061417, 123.15844790848122]","[-126.60379568919524, -64.04271637093088]",0.2863570917728503,0.07996692564517426,False,False
"137,66",alternative,6,0.14586117400779197,0.3254510507198563,"[-474.5591581016629, 95.60013350316655]","[0.0, 0.0]",0.0,0.1326965056947509,False,False,0.32493178941332274,"[-491.94381290518396, 130.57848597033032]","[-156.00445447287993, -86.63468850407637]",0.35059602242678733,0.11334123758738288,False,False
"137,66",alternative,7,0.21855667990776018,0.3355257145848891,"[-517.7532987076574, 92.0485404665505]","[0.0, 0.0]",0.0,0.20365466438367205,False,False,0.3429520965322856,"[-517.5310318169751, 90.9946748581454]","[-143.26881453151492, -75.00205670431954]",0.3077504167659869,0.1591445770882475,False,False
