run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction
near,0,1250.0,431042.56561660656,4012545.476970913,12.22470760345459,awac-11m,11.9,113.74161254972311,119.85013472883753,True,114.22364385193919,-0.004220065880938817,0.0492585482931327,0.300119549036026,0.16552250190694126
near,0,1300.0,431091.0676465438,4012557.6241142796,12.627018928527832,awac-11m,11.9,113.81085980708708,119.85013472883753,True,118.7246376811593,-0.041388021644407136,0.00947989456662568,0.300119549036026,0.2530441400304414
near,0,1350.0,431139.569676481,4012569.771257646,13.068116188049316,awac-11m,11.9,114.84241502413647,114.4866804479891,True,117.63391355728297,-0.023730389041142885,-0.026754470833458166,0.300119549036026,0.35009523809523807
near,0,1400.0,431188.07170641824,4012581.9184010127,13.512301445007324,awac-11m,11.9,123.97318913827195,117.80582228695597,True,118.7246376811593,0.044207769841402955,-0.007739045678714529,0.300119549036026,0.4482102056359482
near,0,1450.0,431236.57373635547,4012594.065544379,13.93301773071289,awac-11m,11.9,137.48061496977505,114.4866804479891,True,110.3387589422195,0.24598659879588447,0.037592606129834394,0.300119549036026,0.5426829268292683
near,0,1500.0,431285.07576629275,4012606.2126877457,14.357069969177246,awac-11m,11.9,115.31812672319505,114.4866804479891,True,120.94647501520338,-0.04653586052260572,-0.053410358312652395,0.300119549036026,0.6407619047619048
near,0,1550.0,431333.57779623,4012618.359831112,14.763249397277832,awac-11m,11.9,143.3712492952587,127.01156821934926,True,120.84399749011604,0.18641597657331044,0.05103746034003609,0.300119549036026,0.7387661843107388
near,0,1600.0,431382.0798261672,4012630.5069744787,15.140803337097168,waverider-17m,18.0,160.93482911628823,127.01156821934926,True,123.1330920457434,0.30699900767944377,0.03149824396649614,0.300119549036026,0.8357469512195121
near,0,1650.0,431430.5818561044,4012642.6541178455,15.466737747192383,waverider-17m,18.0,161.80528021806447,59.0332755474499,True,128.5549711317666,0.2586466224804087,-0.5407935218083335,0.300119549036026,0.9135238095238095
near,0,1700.0,431479.08388604166,4012654.8012612117,15.752631187438965,waverider-17m,18.0,157.86998822824899,127.99999999999986,False,136.95257591265764,0.1527347125543046,-0.06536989795918358,0.300119549036026,0.9771428571428571
near,0,1750.0,431527.58591597894,4012666.9484045785,15.971822738647461,waverider-17m,18.0,129.62132453637767,127.99999999999986,True,136.4919721296575,-0.05033737505641156,-0.062215909090909016,0.300119549036026,0.9984756097560976
near,0,1800.0,431576.08794591617,4012679.095547945,16.139484405517578,waverider-17m,18.0,130.01759993095436,35.4794971481721,True,136.88133673180386,-0.050143700848698236,-0.7408010617423451,0.300119549036026,1.0
near,0,1850.0,431624.5899758534,4012691.2426913115,16.275653839111328,waverider-17m,18.0,130.23758322337875,35.4794971481721,True,137.219430485762,-0.050880893745639644,-0.7414396997380521,0.300119549036026,1.0
near,0,1900.0,431673.0920057906,4012703.389834678,16.373462677001953,waverider-17m,18.0,174.45198144427178,190.15202629330105,True,138.84745762711847,0.25642906557764245,0.3695031190557587,0.300119549036026,1.0
near,0,1950.0,431721.59403572785,4012715.5369780445,16.449474334716797,waverider-17m,18.0,178.50750350487547,228.9733608959782,False,138.84745762711847,0.28563753744966625,0.6491001334060951,0.300119549036026,1.0
near,0,2000.0,431770.09606566513,4012727.684121411,16.4732666015625,waverider-17m,18.0,341.333333333333,127.01156821934926,False,138.84745762711847,1.458333333333334,-0.085243832404588,0.300119549036026,1.0
near,1,550.0,430409.9022355208,4012181.905806424,7.2186994552612305,8m-array,8.0,80.70949559556341,85.33333333333324,True,114.07803926656284,-0.29250628679748014,-0.2519740531835639,0.15355214476585388,0.0
near,1,600.0,430458.5528451068,4012193.443491934,7.621310710906982,8m-array,8.0,90.96854301530315,85.33333333333324,True,99.81123896663328,-0.08859419082340247,-0.1450528596097277,0.15355214476585388,0.0
near,1,650.0,430507.2034546928,4012204.981177443,8.00854206085205,8m-array,8.0,92.05278566778242,93.09090909090897,True,104.58427695373264,-0.11982194313485639,-0.10989575295250409,0.15355214476585388,0.0
near,1,700.0,430555.85406427877,4012216.5188629525,8.37536334991455,8m-array,8.0,87.71237856583635,93.09090909090897,True,109.64914927072469,-0.2000633005435024,-0.15101111399353673,0.15355214476585388,0.0
near,1,750.0,430604.50467386475,4012228.056548462,8.743542671203613,8m-array,8.0,88.6515624395709,102.39999999999988,True,104.17338786161876,-0.1489999100602033,-0.017023425061058917,0.15355214476585388,0.0
near,1,800.0,430653.1552834507,4012239.594233971,9.091161727905273,8m-array,8.0,117.48131045351546,127.12026448932349,True,116.7365098231315,0.0063801858691203694,0.088950360790506,0.15355214476585388,0.0
near,1,850.0,430701.80589303665,4012251.1319194804,9.431807518005371,8m-array,8.0,142.25504106125067,127.12026448932349,True,119.66470337618988,0.18878029233101046,0.06230376128285364,0.23201750218868256,0.0
near,1,900.0,430750.45650262263,4012262.6696049897,9.760550498962402,8m-array,8.0,117.80190778286882,127.12026448932349,True,105.3311662808813,0.11839555131035406,0.2068627831418699,0.23201750218868256,0.0
near,1,950.0,430799.1071122086,4012274.2072904995,10.09665584564209,awac-11m,11.9,115.9910540902967,119.85013472883753,True,97.1571592681456,0.1938497889812847,0.23356977119988875,0.23201750218868256,0.0
near,1,1000.0,430847.7577217946,4012285.744976009,10.433927536010742,awac-11m,11.9,124.19899001214365,119.85013472883753,True,97.67356562632006,0.27157219269853083,0.22704780930554636,0.23201750218868256,0.0
