run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction,dominant_source_class,block
near,2,1950.0,431812.16488040495,4012342.297167302,15.298773765563965,waverider-17m,18.0,175.5122514960552,190.15202629330105,True,134.29508196721298,0.3069149586498263,0.4159269536000214,0.300119549036026,1.0,4,0_1
near,2,2000.0,431860.5658861228,4012354.84079698,15.232698440551758,waverider-17m,18.0,196.60896144314725,78.76923076923069,True,134.29508196721298,0.46400715918359303,-0.41346153846153844,0.300119549036026,1.0,4,0_1
near,2,2050.0,431908.9668918407,4012367.384426658,15.104633331298828,waverider-17m,18.0,225.445468682913,68.26666666666658,False,132.57451112609562,0.7005189517047137,-0.48506944444444455,0.300119549036026,1.0,4,0_2
near,2,2100.0,431957.36789755855,4012379.9280563365,14.966569900512695,waverider-17m,18.0,220.55451613833043,169.6228240509641,False,132.64248704663197,0.6627742818241336,0.2787970719467232,0.300119549036026,1.0,4,0_2
near,2,2150.0,432005.7689032764,4012392.4716860144,14.876991271972656,waverider-17m,18.0,219.72232156254194,204.79999999999995,False,132.52486518873565,0.6579705344323405,0.5453703703703714,0.300119549036026,1.0,4,0_2
near,2,2200.0,432054.1699089943,4012405.0153156924,14.747231483459473,waverider-17m,18.0,204.79999999999978,204.79999999999995,False,131.5286276885791,0.557075471698113,0.5570754716981143,0.300119549036026,1.0,4,0_2
near,2,2250.0,432102.57091471215,4012417.5589453704,14.636608123779297,waverider-17m,18.0,204.79999999999976,228.9733608959782,False,131.48360083740388,0.557608695652174,0.7414594629115212,0.300119549036026,1.0,4,0_2
near,2,2300.0,432150.97192043,4012430.1025750483,14.596294403076172,waverider-17m,18.0,341.333333333333,35.4794971481721,True,130.03174603174588,1.6250000000000004,-0.7271474218341254,0.300119549036026,1.0,4,0_2
near,2,2350.0,432199.3729261479,4012442.6462047263,14.54305648803711,waverider-17m,18.0,130.2843820086641,35.4794971481721,True,130.03174603174588,0.0019428792170224085,-0.7271474218341254,0.300119549036026,1.0,4,0_2
near,2,2400.0,432247.77393186576,4012455.1898344043,14.518525123596191,waverider-17m,18.0,142.8594862744313,152.64890726398542,False,131.56604392002603,0.0858385797574801,0.16024547608024808,0.300119549036026,1.0,4,0_2
