run,product,transect,distance_m,band_name,depth_navd88_m,lambda_sar_contour_m,lambda_pred_base_m,rel_err_base,lambda_pred_histogram_m,rel_err_forward_check,block,lambda_pred_eta+0.000_m,rel_err_eta+0.000,lambda_pred_eta+0.235_m,rel_err_eta+0.235,lambda_pred_eta-0.100_m,rel_err_eta-0.100,lambda_pred_eta+0.435_m,rel_err_eta+0.435,lambda_pred_wr17_discrete_max_m,lambda_pred_wr17_published_Tp_m,lambda_pred_wr17_lobe_Tmin_m,lambda_pred_wr17_lobe_Tmax_m,rel_err_wr17_discrete_max,rel_err_wr17_published_Tp,rel_err_wr17_lobe_Tmin,rel_err_wr17_lobe_Tmax,lambda_pred_awac-11m_m,rel_err_awac-11m,lambda_pred_8m-array_m,rel_err_8m-array,lambda_pred_waverider-26m_m,rel_err_waverider-26m,lambda_pred_current_diag_m,rel_err_current_diag
slc_near,slc,27,1350.0,B_12_20m,12.130619049072266,124.17824001860234,114.60931883777619,0.08349165039860762,121.1179933007769,0.14520346017579167,3_1,114.60931883777619,0.08349165039860762,115.55480391857768,0.07462637473817968,114.20281605264778,0.0873483186382713,116.34885401184168,0.06729233453355543,120.74054086208054,116.47316598335526,100.15239147211294,133.8295049262507,0.028471788613640747,0.06615321194538648,0.2398929091291775,-0.0721161220238159,109.45607559238579,0.13450294418595687,123.06799728369356,0.00902137647002954,121.67262982308654,0.02059304709003973,119.30223520010517,0.04087102651780716
slc_near,slc,27,1400.0,B_12_20m,12.332921981811523,124.17824001860234,115.42406655930363,0.07584357162464817,121.90192853249715,0.11758634073540519,3_1,115.42406655930363,0.07584357162464817,116.3579412586141,0.06720898183139079,115.0225952125997,0.07959866310684416,117.14233804698766,0.060062843963319734,121.61552797293226,117.30859715212927,100.83410367512649,134.82445760524723,0.02107224372072336,0.05856043830755486,0.23151032728656395,-0.07896354842246778,110.22403507478836,0.1265985674934318,123.9585638351045,0.001772174319396358,122.55017136865234,0.013284915327066216,120.17434668538213,0.03331737133302215
slc_far,slc,2,12600.0,C_20_30m,26.192527770996094,189.33766697821136,154.6052890549843,0.22465193872426137,164.4877550940682,0.14406915471453496,0_12,154.6052890549843,0.22465193872426137,155.06823387489325,0.22099583033212444,154.40677198997852,0.22622644420349625,155.45831950529282,0.21793203207606449,164.5405783011319,157.87097445974047,132.18083943166388,184.88139248137293,0.15070500500914363,0.19931904915488685,0.4324138641599182,0.024103423481556696,146.66667237887293,0.290938588209799,167.55030666097198,0.13003473852975267,165.36034480463772,0.14500043648252703,162.8915593362936,0.16235407009223324
slc_far,slc,2,12700.0,C_20_30m,26.2763729095459,179.62148235407938,154.7710350994127,0.16056264816413934,164.4877550940682,0.08535929889244853,0_12,154.7710350994127,0.16056264816413934,155.2322031299036,0.1571148172377994,154.5732805894311,0.1620474228736848,155.62079317524967,0.15422546492101308,164.72744021916333,158.0449627698532,132.30479727283773,185.10705860869268,0.09041627864246604,0.13652140002491642,0.35763393358795303,-0.029634614130029213,146.81784941383552,0.22343082309958273,167.7394389944937,0.07083631274083202,165.54520036821134,0.0850298405182337,163.07711151545718,0.10145121338535645
slc_far,slc,2,12800.0,C_20_30m,26.344858169555664,179.62148235407938,154.90594525132207,0.15955189494282096,164.4877550940682,0.08535929889244853,0_12,154.90594525132207,0.15955189494282096,155.36566759029387,0.1561208157502929,154.7088111853388,0.16102942668789288,155.75304071765038,0.1532454296009398,164.87958696991868,158.18660384722924,132.40561575617116,185.2908729684084,0.08941006982780886,0.13550375307096907,0.35660018140663774,-0.03059724703923028,146.9408736123075,0.2224065226942722,167.89342870606453,0.06985415533175798,165.69569983104125,0.08404432062653489,163.22818813390884,0.1004317600261655
slc_far,slc,2,13300.0,C_20_30m,26.427459716796875,54.433529236864,155.06810053059007,-0.6489701682640656,164.4877550940682,-0.6710864627411168,0_12,155.06810053059007,-0.6489701682640656,155.52608584937943,-0.6500038630845464,154.87171192349214,-0.648525036878558,155.9119967966237,-0.6508701680739248,165.06251854357532,158.35687572663656,132.5267015740913,185.5119662381471,-0.6702247747268322,-0.6562603992590139,-0.589263683542052,-0.7065767220267285,147.08870983094997,-0.6299272099168942,168.0785693918239,-0.6761423575068108,165.87663448644585,-0.6718432984525504,163.40982860770174,-0.6668895029102401
slc_far,slc,2,13400.0,C_20_30m,26.352571487426758,273.0666666666664,154.9211132963666,0.7626175080751287,164.4877550940682,0.6499999999999999,0_13,154.9211132963666,0.7626175080751287,155.38067312508952,0.7574043230385128,154.7240489738608,0.7648624662918335,155.7679094569927,0.7530354462519104,164.89669570974792,158.20252989868257,132.41694646432094,185.31154677973078,0.6559862857853735,0.7260575215930245,1.0621731127159224,0.4735545162290675,146.95470376690326,0.8581689436753213,167.91074436649646,0.6262608309963034,165.71262256504312,0.6478326300067228,163.2451763290736,0.6727395737330208
slc_far,slc,2,13500.0,C_20_30m,26.255203247070312,319.84386434786506,154.7292468252026,1.0671196358190262,164.4877550940682,0.932650303371501,0_13,154.7292468252026,1.0671196358190262,155.19086275470156,1.0609709790286947,154.5313000893183,1.069767510937894,155.57982981589538,1.0558183199348572,164.68032189518766,158.00109362341698,132.2735546605275,185.05014634963464,0.9422105851325255,1.0243142437367392,1.4180484539689435,0.7284172461206841,146.77973780405418,1.1790736864160736,167.69174889323287,0.9073321523499969,165.4985897007256,0.9326077939772484,163.0303239232303,0.9618673179995461
slc_far,slc,2,13700.0,C_20_30m,26.169668197631836,319.84386434786506,154.55998922429586,1.0693833245789826,164.4877550940682,0.932650303371501,0_13,154.55998922429586,1.0693833245789826,155.02341978470477,1.0631970626893765,154.36126368842093,1.072047459999237,155.41391427268428,1.0580130540092907,164.48951886086084,157.82342712805703,132.1469423991446,184.8197468993286,0.9444634926460942,1.0265930740963163,1.420365227836974,0.7305719205539447,146.6253479529999,1.1813681523224044,167.4986255077535,0.9095312775152267,165.30983038503743,0.9348145455287749,162.84085690636564,0.964149970862515
slc_far,slc,2,13800.0,C_20_30m,26.146743774414062,277.4161250216328,154.5145131192297,0.795404971490071,164.4877550940682,0.676281517159526,0_13,154.5145131192297,0.795404971490071,154.9784313663079,0.7900305389330629,154.31557827601205,0.7977195051911128,155.36933634697067,0.7855268712875709,164.43826570127948,157.77569700689682,132.11290559388794,184.75787474420414,0.6870533378501464,0.7582944032851027,1.0998412212233348,0.5015117780809792,146.583859953827,0.8925420923491658,167.446747703921,0.6567423901965503,165.25912293204718,0.6786735890865367,162.78996173646266,0.7041353291226649
