run,product,geometry,transect,distance_m,E,N,band,band_name,window_class,dominant_class_name,admissible_fraction,depth_mean_m,forward_source,lambda_contour_m,lambda_centroid_m,lambda_pred_m,identifiable,rel_err_contour,rel_err_centroid,block
slc_near,slc,near,0,1650.0,431430.5818561044,4012642.6541178455,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,15.23672866821289,block39_sector72,59.0332755474499,131.3528753098725,134.29508196721298,True,-0.5604211659674747,-0.021908521252169133,0_1
slc_near,slc,near,0,1700.0,431479.08388604166,4012654.8012612117,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,15.521018028259277,block39_sector72,127.99999999999986,130.3990358131773,122.26865671641775,False,0.04687500000000022,0.06649602044468872,0_1
slc_near,slc,near,0,1750.0,431527.58591597894,4012666.9484045785,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,15.741072654724121,block39_sector72,127.99999999999986,128.72470039392198,122.26865671641777,True,0.046875,0.05280211503818144,0_1
slc_near,slc,near,0,1800.0,431576.08794591617,4012679.095547945,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,15.906339645385742,block39_sector72,35.4794971481721,127.74692055500016,122.26865671641777,True,-0.7098234486172444,0.04480513637512451,0_1
slc_near,slc,near,0,1850.0,431624.5899758534,4012691.2426913115,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,16.039630889892578,block39_sector72,35.4794971481721,126.74911361232745,122.26865671641777,True,-0.7098234486172444,0.036644361819573756,0_1
slc_near,slc,near,0,1900.0,431673.0920057906,4012703.389834678,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,16.134387969970703,block39_sector72,190.15202629330105,125.8474601517863,122.26865671641777,True,0.5551984572328108,0.029269998800011132,0_1
slc_near,slc,near,0,1950.0,431721.59403572785,4012715.5369780445,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,16.208066940307617,block39_sector72,228.9733608959782,341.333333333333,112.21917808219165,False,1.0404120294685582,2.041666666666667,0_1
slc_near,slc,near,0,2000.0,431770.09606566513,4012727.684121411,2,B_12_20m,legacy_calibrated,legacy_bias_corrected,0.0,16.22919273376465,block39_sector72,127.01156821934926,341.333333333333,112.21917808219165,False,0.13181695312652675,2.041666666666667,0_1
slc_near,slc,near,1,550.0,430409.9022355208,4012181.905806424,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,0.0,7.006286144256592,block39_sector72,85.33333333333324,84.55507218280395,88.96145895672373,True,-0.040783117385197465,-0.049531413103997224,0_0
slc_near,slc,near,1,600.0,430458.5528451068,4012193.443491934,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,0.0,7.407498359680176,block39_sector72,85.33333333333324,89.8605901209634,91.61952636455348,True,-0.06861193547549582,-0.019198268244602024,0_0
slc_near,slc,near,1,650.0,430507.2034546928,4012204.981177443,1,A_0_12m,temporally_inadmissible,bluetopo_direct_2019_2020_certified,0.0,7.794468879699707,block39_sector72,93.09090909090897,91.22878622485166,92.84403108820273,True,0.0026590616522423893,-0.01739740125907041,0_0
