scale,correlation_s,partition,replicate,error,gain,improved_folds,stable,category,slope_span,offset_ratio_cv,offset_ratio,delta_s
0,0,primary,26,,-0.021398941560907492,2,True,no_predictive_advantage,0.011602203579303416,0.3285915497846537,0.0620584782947228,0.0002292500791528096
0,0,primary,27,,0.04740737925861649,2,True,descriptive_or_unstable,0.015504865659135336,0.15713426789573628,0.11012235399513025,0.0001338991746965834
0,0,primary,28,,-0.04598264421933451,2,True,no_predictive_advantage,0.015774055167065426,0.202602092343399,0.08839669261489114,2.427166727886343e-05
0,0,primary,29,,-0.11898515656691266,0,True,no_predictive_advantage,0.022786445043348036,0.30812039929568735,0.0320242557823584,1.949145087087878e-05
0,0,primary,30,,-0.16460320773704362,0,False,no_predictive_advantage,0.009934374960154424,0.5672481001433146,0.05174342468290186,-2.5002875288504534e-06
0,0,primary,31,,-0.3277084443733267,1,False,no_predictive_advantage,0.04889044228966055,0.500046267260276,0.029275349459908208,-8.640580174795742e-05
0,0,primary,32,,-0.0427877157343608,1,False,no_predictive_advantage,0.027525287842917523,0.6117638611546103,0.07314406768440784,0.0001480398439849262
0,0,primary,33,,-0.04472020988136416,1,True,no_predictive_advantage,0.00755200094319225,0.46748999181961953,0.03508018012413455,9.403878738312166e-05
0,0,primary,34,,-0.40954838572364327,0,False,no_predictive_advantage,0.03024509485894139,0.5498031034395273,0.07875641554149101,-0.0005616351924179197
0,0,primary,35,,-0.10080987144976916,1,True,no_predictive_advantage,0.015794349510923067,0.28858182782241304,0.07989509611548233,0.0006360592405103005
0,0,primary,36,,-0.3688001263961338,0,False,no_predictive_advantage,0.03655528270724029,0.5462866335329359,0.013440610250386884,0.00013500583027059587
0,0,primary,37,,0.09649949424517767,3,True,descriptive_or_unstable,0.017424382470868416,0.46541224236250195,0.0785396775624436,-0.0002680475222641143
0,0,primary,38,,-0.22584080722440625,0,True,no_predictive_advantage,0.027841228385891537,0.28460165007489185,0.03554136564291608,-4.511244692795291e-05
0,0,primary,39,,-0.16511983722510215,0,True,no_predictive_advantage,0.011837262566534612,0.38939735627911054,0.026013229960801968,9.714939024019209e-06
0,0,primary,40,,-0.02350047361390062,0,True,no_predictive_advantage,0.006979978470593284,0.3677832630432592,0.03999652526452227,-3.3387011212249185e-05
0,0,primary,41,,-0.20878643925621776,0,True,no_predictive_advantage,0.021309362651823704,0.47176988197544606,0.05248236871081489,-0.0004074988770683685
0,0,primary,42,,0.06615172233003719,3,True,descriptive_or_unstable,0.01624112153083862,0.19847729349999294,0.06975304788058186,-0.0001638688564318258
0,0,primary,43,,-0.4277163430286557,0,True,no_predictive_advantage,0.04121943754722879,0.2376090128289502,0.06180376502244034,-0.0001821362808245297
0,0,primary,44,,-0.08986080925025064,1,True,no_predictive_advantage,0.009986841068447827,0.3417186273194786,0.0731739603328234,0.00040679921845548916
